397943,503997,110490,834351,762093,58455,772570,550217,936332,383355,647867,636929,369748,903911,892651,658310,339063,322660,779161,137162,
3058,195995,665184,242401,403803,623346,389044,925397,202308,577696,537861,355986,399124,877371,387480,856879,124601,701458,531311,209180,
49478,756691,88220,839267,814188,363139,589177,696743,278453,56102,40873,496299,965310,642749,894927,389519,303316,710671,501551,356035,
176164,923647,29264,207207,386651,106092,167205,985952,833629,277680,663766,232485,601260,189952,774830,647906,62292,95075,753954,752036,
513244,954553,663705,294809,126558,786620,372461,192230,975015,436837,935813,44045,474706,825668,851317,897167,396829,580046,220391,368624,
154174,360854,67857,726425,265974,974300,847970,889863,564468,371939,292302,373026,458305,83858,812775,152592,600893,237169,511597,780235,
87210,177131,267460,103152,571321,926484,999644,869739,422263,672131,4968,881738,476883,698756,511,394818,545388,934995,351174,950243,
166060,358740,415932,236890,586792,678833,391983,877976,895529,410368,760397,184370,590111,161994,473482,248176,246972,452280,834257,675825,
854064,88585,137397,929045,195000,732889,44791,589234,399520,798654,908714,794131,660164,150517,160577,187098,940970,362910,926849,327922,
619139,150511,145723,524997,231036,649814,388506,441996,328404,689318,606830,9745,233199,245341,908144,530942,851621,858441,316844,883307,
363916,617037,789878,642446,690681,255923,29981,165789,730558,969919,357251,657315,379452,68751,90430,280829,836992,361718,869008,157883,
248538,576642,159651,174614,403990,269840,523300,382572,117064,291069,80582,475871,374114,736129,644541,545520,764798,802561,620380,133894,
641583,127488,725327,738114,132092,837873,419260,733291,908858,536980,665586,619781,369191,590626,748846,746350,994135,829423,670216,328897,
965039,750294,616158,660667,505806,566094,661679,587748,496545,154048,599270,518554,420827,899385,142361,881693,249648,878485,540639,897271,
534134,415714,292175,862556,977734,927898,148121,819842,58537,285155,665430,408410,288008,312472,46486,119410,137248,416569,696677,544259,
915893,448848,335297,977520,28057,368855,728534,251255,585920,431847,63727,955143,203910,94840,81247,742032,4655,80740,37119,405670,
88945,403776,410996,336888,879940,37016,940903,368164,786850,64735,933373,903605,832815,707318,257670,316593,431866,466901,669556,246502,
181485,454937,358907,350181,179470,108075,450704,571200,33016,208781,534147,324111,549462,812664,144476,659868,890387,728172,802162,890062,
43227,396717,987713,136097,172317,501603,522733,300876,254020,96558,660070,746676,702421,400388,586675,222836,772303,503461,607641,478536,
167499,176754,378528,742642,96511,369597,548838,818863,910051,528748,197994,294090,748317,968163,571432,483900,239305,983103,735071,492581,
380844,49981,883994,439929,599946,888218,993919,708447,897933,407002,403910,907497,112845,753050,628373,587437,616556,138589,648926,488681,
240159,756413,23284,423347,138568,261224,51041,47279,958221,642381,11805,168727,495425,840286,256094,604649,537778,621269,593965,524755,
607707,722072,355483,620773,216682,270422,642178,890845,743241,969733,273733,575473,484622,306164,162900,251879,957368,591776,688011,656280,
696419,85718,274524,13054,344067,513354,552431,318139,795055,371687,715476,95075,189445,197689,513223,954826,849342,287742,967284,494885,
859404,516813,123362,7355,404066,284522,750110,948598,65584,750048,428853,53846,179064,40038,886344,803595,610370,858237,208338,497810,
143256,374770,636741,406048,876030,435182,47586,309963,577060,66795,513018,318116,727098,250760,192070,736876,826090,122120,544592,253032,
501189,450182,536315,565289,133685,64104,239617,579877,733591,298928,938650,847671,494412,780212,649397,686800,885348,708726,691977,701633,
555845,817475,646473,943924,762211,923341,289776,607295,660081,4135,940338,659899,274164,426508,330030,647292,495495,244433,22140,681564,
791545,604841,564031,510374,871067,468419,710743,311501,734426,127355,43290,709606,234324,998719,552472,956301,171630,86959,58613,2085,
337431,705422,915566,159969,824283,653486,800369,872461,367894,776254,965503,332335,868833,111044,828252,695102,657319,308446,934042,133116,
975899,103122,648671,607966,138278,240019,293648,27600,283159,404611,180209,165886,594346,890692,297731,254225,393361,675683,480913,248935,
997766,672651,705392,763246,195322,577991,660223,673003,745015,147675,266385,919682,193682,709684,317180,86706,920763,517145,911567,775840,
743400,268399,80009,489117,144969,136376,148976,85789,68815,350391,246621,48755,868734,935903,606397,402619,863087,174549,180110,29123,
978642,650064,773113,767082,227610,520331,663575,789592,928266,843415,620977,764057,599525,318672,959685,458275,23545,354639,715801,166757,
920019,164999,45181,668909,170596,967110,722829,173218,662198,603594,56270,944626,625250,500657,798640,411461,952893,664356,718277,680927,
567055,408182,775890,180506,3220,258796,738630,264744,181400,813380,399584,498137,364266,957082,378769,84583,244938,125275,31560,220539,
965467,784931,959548,330085,708907,706601,914251,238032,158714,81134,843268,866897,541234,202735,517281,719058,282855,489403,410945,671100,
591248,633086,363064,204172,991542,210788,709568,931142,132210,335525,491618,643685,712545,763346,930756,738572,722888,70963,508698,61679,
358449,143141,139624,654983,643069,48217,19941,983592,712515,326491,782256,762696,135553,77947,869625,755969,944758,657968,256314,824208,
993835,498820,73708,632110,894387,284347,412404,566467,782095,456688,575644,745336,983243,369549,305550,375267,82169,761599,897742,954111,
661007,600537,862356,278526,796224,387260,284933,442281,256128,647623,846117,52175,218338,214088,415947,711087,849979,841903,507426,797335,
417904,419623,470286,151035,972751,543463,573550,775027,842408,410388,90259,785194,589528,710276,367221,648681,976488,43501,201853,105405,
594779,368667,3831,997670,452697,934473,735534,177784,391987,430185,330887,6348,112117,409586,949757,370506,364763,602658,363967,668784,
286925,454278,759678,329494,609272,669603,230958,503043,554633,854343,824174,903004,588685,835399,225477,166382,727141,917174,618443,715437,
85341,984022,893820,991439,564920,855028,753225,644548,79608,614523,686849,111078,981521,941234,841723,501162,848549,53984,166158,701488,
26267,542068,956691,503937,753869,78893,764021,733145,182329,292674,532298,973091,285415,124317,662535,973418,61167,483639,947747,909344,
211698,664944,647019,148780,219146,512204,567571,77079,292052,938904,993974,277174,762895,693114,967196,266204,119168,165165,301795,293681,
903461,324585,279631,693842,748464,465992,207713,139334,981805,388338,597723,251334,853408,74532,653933,817835,793083,790246,463108,537898,
270930,879865,960235,148904,283355,386824,47755,513256,331719,629482,95082,341066,810940,72209,773963,977355,816845,823009,299611,617939,
796077,220847,747129,726586,382900,737426,375711,457007,996130,630075,437635,698479,290753,974856,953900,79495,900962,596605,231241,109658,
228548,825961,247317,331706,430917,162987,684489,341690,400511,329856,779878,729443,306161,712088,323265,36404,161002,694777,470589,324170,
254659,432827,180088,631333,992962,429580,962472,978898,91089,478587,994054,461644,272584,203115,293675,177723,896947,331539,724366,78564,
347324,781564,364419,538093,722213,712945,396674,422353,412253,744218,753403,825751,364722,529764,976442,221617,278792,958294,281156,595943,
152690,234447,258028,115829,518779,435805,999081,280186,536653,992688,113811,851011,168024,176623,31791,646209,651830,110624,532739,524679,
698244,307589,488720,51306,455737,675486,651856,121693,866153,958710,254424,92573,290201,515220,752609,639381,594173,355107,612725,426451,
269145,958783,386529,849927,245175,592498,670184,180209,846906,910278,606694,680194,581890,846508,553477,575968,482907,474688,133232,51051,
888473,611622,711732,353596,714569,489096,209865,954433,168794,140887,957898,321180,876586,952974,798375,885597,949704,479033,245086,483091,
762641,222450,387077,117358,796984,937671,533184,118245,674994,854889,515911,796715,325101,57701,546768,414782,206577,200638,437237,661454,
121628,769078,91673,730243,187021,966039,646477,526761,761505,463182,690058,129956,723232,455948,757828,4014,109019,727211,445468,538063,
59987,389778,312969,11115,205680,196353,536567,54737,868597,708726,766896,741967,796042,156942,33592,228047,864032,393344,672888,20414,
433663,508341,968364,637100,112017,69574,235489,306519,396554,92373,551033,59100,80930,765674,514682,20557,856381,134671,177059,359662,
47414,476107,921649,82602,192618,233786,557067,423767,615295,67503,641256,675158,949786,69557,868688,825807,476184,526628,376100,356483,
299031,39598,490576,617509,63284,344586,388415,216801,574471,68974,665802,852273,505873,502231,158334,367350,953883,587308,374414,926673,
964727,454544,662993,116993,103023,144967,18382,336973,62252,634233,634931,493532,691960,402170,79158,873180,66073,577367,843928,288257,
386588,549925,859441,356095,866711,307215,148061,383590,930812,285568,506627,397637,57355,471946,411761,982429,280586,480436,226385,734684,
308925,735758,358119,255524,633370,59716,533605,715524,475170,399069,98943,564386,87492,314171,3034,709094,471037,211375,874862,522157,
527928,456274,985160,435570,508568,112257,866738,284529,730843,586650,847100,138120,421851,663850,555290,344477,200439,676224,771092,699278,
514854,943446,799381,857254,481330,697490,42362,394947,632055,845601,373783,814829,881991,266376,124757,540815,456669,810606,563051,71069,
658986,713924,5132,693457,615601,773691,273320,890110,23986,685215,538603,935429,404193,222480,303162,384268,706387,14123,559482,653612,
727499,105807,276153,281273,326001,749798,727011,912812,643412,823851,929105,387058,516637,286800,724565,425883,33632,575253,475957,449604,
636111,3138,291970,371141,202099,225087,586203,908908,473517,382592,242423,684939,904305,930889,335590,626897,48882,676430,452775,924819,
45332,710349,113326,714337,46237,736632,756974,749699,312470,346859,917221,16674,950236,49727,193315,448798,677588,44900,684445,522321,
475693,370507,735862,430806,19561,549834,974239,647969,25843,451873,832482,362264,741064,424489,279919,276903,269920,573338,263651,756596,
786738,898900,635180,518523,342654,455287,666073,149621,146557,955217,57931,873771,737133,952900,391766,21613,557086,5619,827181,486704,
347576,919559,432198,926569,852479,831239,291731,377278,398118,588667,110347,699461,7575,703979,925145,479254,780604,890064,831248,947437,
618963,397704,787974,234550,244118,644597,461146,632246,889815,556968,754566,822474,303335,993665,636557,341353,819416,547222,727601,404819,
599178,122542,583567,663443,413690,935098,552378,692860,569926,923017,912755,998262,126260,602228,327399,835090,259374,982748,880716,958977,
431818,365245,519410,140132,428379,123189,367150,508196,754006,901348,521466,997455,463386,646465,925128,878502,569010,212705,10216,602042,
561748,540298,229535,496726,243869,953778,83685,769017,592813,571397,789075,74635,650660,600568,564984,600584,782920,672,748535,733388,
938593,116727,950381,139921,775463,778379,689230,121738,44498,303161,661199,649020,370575,263608,353641,854079,584002,326458,550068,3123,
85401,306335,678034,963835,943254,797540,673940,414055,603807,126452,872683,722778,596952,140255,410592,489683,512485,209599,461670,222324,
823686,948113,432469,843292,921208,321560,959610,985493,226946,190742,634293,959941,123693,337118,636188,297162,241931,520079,861613,594669,
993310,131349,650619,14468,668588,909782,526836,920685,208811,573451,969451,483134,983783,704395,496184,441685,562050,218253,919727,371719,
719202,331211,599310,64654,607603,298318,992470,605493,839629,532622,839692,493699,84317,771585,147394,49730,335860,880526,366570,911651,
760798,85808,546870,843463,493872,936783,65365,537109,694791,399419,489174,291136,901988,5808,986366,920682,511133,217609,12803,637173,
592413,267179,297934,600458,364898,758161,685299,186417,279811,883884,813586,368333,954688,150491,761130,816794,925863,385622,765252,203568,
26901,133181,375212,661057,499928,653734,854896,405570,658342,403325,511763,393936,458134,245929,691548,415839,299085,325906,805522,815046,
730875,715571,521163,634186,123289,394580,223626,572682,652610,727029,582002,327694,29643,694437,223074,702186,963256,119480,934072,296011,
208533,491758,240238,506188,227726,262740,704074,10742,302186,369617,212702,670342,921454,858948,670044,444998,104602,254236,420743,484013,
898254,171154,215883,803408,96828,541418,903600,449471,213964,93601,904377,173873,557646,608615,863509,995641,172890,556510,23952,243474,
852563,893791,183778,101059,734140,608494,405254,475176,770744,721222,281460,181969,776277,788130,696530,566962,922891,66663,216456,101017,
203687,663105,781906,667413,875443,268346,868258,179013,590154,708109,841339,376832,682976,574898,754541,951250,759502,987520,532844,3509,
140019,785106,294457,147055,597543,741311,132093,557041,277907,865949,413970,950009,724117,997400,302630,820662,911953,306837,76933,47686,
275962,638518,526372,413219,846579,726648,1331,45467,931755,517983,591255,832641,457947,969464,667981,5382,34912,676107,97873,685592,
972245,918957,479915,649839,342264,891592,521676,615839,708522,121493,488447,349172,679808,282676,498896,380343,404321,157340,733478,988893,
866870,755505,326885,903155,928367,300705,126824,931511,622624,438018,911521,205862,784287,85821,588453,205825,488045,8303,971272,410113,
848948,64627,620791,664694,924553,734024,951836,613191,56022,264362,171613,611025,527198,597833,887692,269149,815962,608477,54596,164108,
718380,30783,277599,201257,115088,545468,160491,898471,767945,220503,836653,695695,312589,807416,484793,925530,160848,700499,81235,163689,
392030,932165,152736,734780,966245,853172,623542,691931,368072,228568,13728,503128,782222,526159,9128,170393,433012,285410,811253,412569,
882026,726986,805269,715834,756192,147470,92658,335775,708939,682121,781532,481564,328548,173906,983231,791439,562605,928692,61348,724318,
606540,958827,794850,808227,933218,351899,838490,141851,325485,138551,742767,323869,184375,600739,795588,77016,393165,7986,656863,312931,
940155,747603,888293,139534,95394,250318,586428,587646,324392,972127,948022,107506,647889,730856,719496,536578,731157,879718,663042,182651,
306484,182624,110869,343809,417070,359082,133666,172567,141826,640663,236396,757200,19471,597313,879202,49804,108262,858946,901406,512823,
693892,88417,537555,262027,847916,298180,136532,958857,83844,612644,937691,358705,178143,136341,318582,655088,809104,592640,587624,386642,
351170,497215,455752,460642,632107,769102,516189,169547,675239,171164,202968,860397,207763,171666,236647,224888,976958,888325,834252,345517,
430363,646140,919557,18702,311775,268992,92575,379085,656817,987633,738340,794730,560874,688427,916325,572615,150162,519566,670555,887657,
156276,862571,157693,315183,225937,150219,599041,196641,526287,310928,180550,996549,254977,926697,384280,603902,194944,227039,879766,120084,
60175,182618,247216,67104,554912,889730,328255,453626,808160,874469,351142,924166,204623,719953,170942,53741,7020,287751,913365,89970,
941223,46601,73785,827291,791873,386129,603372,299567,969140,647560,223134,72334,389453,86839,418900,318469,251055,460392,121645,286063,
475188,781068,26056,380925,591956,204379,271699,715091,368104,406385,188827,783536,923391,638645,550340,580156,219394,650425,810901,380389,
159587,86410,720725,883341,276258,573360,358169,961964,356381,253403,212474,400409,174197,893322,321423,910410,592950,761277,446420,93474,
868509,524168,317279,16288,16809,511400,122645,963517,160360,78426,213396,881617,22125,540166,433673,647604,562631,869280,468963,719273,
851933,560524,38884,474951,337978,412594,313455,562826,719987,135423,139419,894159,523159,151389,306203,523867,625343,454723,846906,590287,
497698,7193,976740,371308,77616,736489,848540,628757,648396,234608,343650,821123,8867,383027,279705,70254,351096,94527,942720,212935,
786833,235130,616893,513649,298094,26693,70935,734838,775533,779362,969032,762380,371282,666336,566004,456426,599848,707534,974001,586753,
700496,639417,119009,979785,553130,583936,498632,425744,876365,329858,164804,474169,551190,462877,562255,546575,102344,899215,546600,845253,
777258,140268,219526,122253,302188,595407,497952,614514,594932,95976,781359,565959,408909,166940,576450,264022,893200,813123,604579,42435,
34814,886966,968540,857826,843065,173828,368416,90382,659487,832664,820119,884790,964187,642206,350094,704141,391776,82334,23527,347447,
798474,796081,917356,570415,974951,868948,557056,221194,512014,609759,902041,6059,800241,928185,150525,818353,386191,868758,133890,560869,
163528,371939,463790,783091,850161,728448,308879,67234,817717,51764,934142,972060,366630,77313,302533,786038,433548,143763,148828,896763,
245958,700940,274810,576008,837882,665216,634093,831020,731626,650925,588180,717992,201669,498811,848184,939957,87321,641353,287950,299581,
69675,523720,332851,115956,583506,189239,425507,665177,471175,845065,817579,823116,192318,119031,436982,399859,140035,401856,820760,665535,
315486,419287,533382,891943,46366,441940,562433,748167,280760,827137,298880,506356,957885,851390,9151,357773,863875,441218,23664,345186,
78072,734046,908155,156887,645512,523064,8613,464441,7635,742944,307445,17893,150521,661492,685187,632352,984691,208281,581907,576830,
306288,472492,759294,262149,296214,496369,604953,430627,640538,256641,931697,404720,959427,537049,515475,824606,282850,696129,883777,14867,
608450,598815,501357,675382,318705,85893,712639,993265,191863,605633,726358,958795,386696,317124,466038,79346,355094,95063,109843,108944,
59684,185479,508027,37270,148128,939933,253225,699903,927313,2548,746579,725584,4171,135395,642082,751180,900424,783537,981605,720195,
4973,48576,889637,236589,648042,987715,817337,241748,965386,59059,884296,991129,902825,222705,524818,759639,203156,513227,117931,957827,
727830,844877,504840,496502,842167,295537,550680,912817,240916,635850,955682,513430,458451,732894,118667,777032,843801,628624,875548,742729,
550637,337904,556246,426707,728033,498900,461838,139456,24168,981927,822271,76336,860940,694559,205356,149268,366490,565611,390203,799664,
121698,608293,164496,447037,664528,74769,425739,816438,946596,468198,591953,323216,666880,303936,21390,310749,629806,884393,133006,484576,
231746,597585,163430,674667,769131,401449,144651,359093,865445,147669,249549,781392,639499,165243,736900,360071,873525,365370,519611,262024,
175268,151255,163192,767514,892072,195253,753662,780850,315574,534764,407592,287798,444776,903959,104964,670762,316377,895861,422157,516597,
587115,368745,326396,84324,511766,50556,940130,790584,927840,45375,946158,180624,460783,908616,918576,517290,361470,591290,340763,508962,
628480,144333,854315,674017,895037,162392,272411,507854,258167,535985,683849,44431,678772,895086,628144,992469,361221,72638,970883,949161,
119147,147300,932146,926000,319034,954421,446620,872264,650053,253783,302335,975461,322214,506447,727541,775976,762667,472727,28342,624236,
834967,669779,912013,2600,958230,636188,378501,168282,435695,307528,296416,306477,796826,197234,650040,835329,548036,10109,254777,813100,
444358,972009,427781,594732,292632,784486,367672,954649,136951,593758,498767,80956,169695,740832,690385,361201,812853,868679,148708,215030,
353646,771380,790038,608468,744979,318385,648508,524010,397796,659481,97430,233450,162553,347004,710881,763867,103914,589571,63965,846141,
842277,276533,250020,894840,520964,18602,664319,75783,470680,920358,563332,595258,304090,480668,5930,858965,825227,178552,301640,942611,
928721,17568,456580,382346,560472,219883,292788,764356,575999,749679,651259,213018,22259,14433,889313,444941,426719,504287,633147,865807,
767350,668316,557698,668398,229167,669109,904659,743117,188913,641914,381231,896512,750183,274953,485548,126458,639285,904827,184298,914544,
850886,614493,634225,715865,647282,205545,50859,761453,383694,653149,742817,685647,910793,948713,208866,589985,54812,855192,165342,653107,
908034,640320,758216,826249,432931,252212,296842,630090,986913,972917,815228,162366,746233,684598,841039,114268,77482,593719,883127,645753,
525577,11197,508673,211025,762611,545469,45677,661916,514002,79683,544839,892109,561911,403556,509616,588757,651046,484044,403080,668175,
747937,584507,893558,121866,793702,763042,395423,22521,264970,777611,296426,656197,754559,914118,840563,734571,996245,666404,138861,153219,
135689,132638,521587,956164,454626,189320,376406,624397,780845,270714,793018,266136,991362,211281,555504,439505,533494,751118,658219,771560,
174157,557108,353871,307851,277475,789744,532047,655090,534139,888686,169452,670607,926843,189483,270842,649598,971634,387884,729175,521816,
591660,758192,454360,121696,785110,413170,392702,205473,790449,190396,740253,184211,850593,645571,937814,34968,321633,747684,11573,900398,
748522,460905,181200,58988,964634,450271,28455,476510,219456,666787,377328,601858,831643,491143,165176,378137,862949,589338,377205,862596,
847806,597501,36578,816607,533760,659793,156320,803021,22490,816253,302918,485842,859710,39794,632947,219324,200098,73287,493748,234368,
561672,367180,826437,609513,719640,748555,509713,424766,990826,263602,349582,853662,570383,707009,468770,362591,293573,596083,710742,475284,
919970,207171,205442,927449,176892,707204,454607,671592,765707,940726,240529,951423,809309,597508,488957,404984,954075,435808,778983,694008,
613547,335863,197218,924997,773165,603094,266289,588954,960069,350848,779150,762146,165959,98366,485793,921506,286899,561173,419404,440328,
134773,597575,829416,880114,61116,262032,559686,443449,824711,954036,159422,5950,703670,909759,721622,913511,150101,62157,82138,481941,
331191,678711,818792,983459,877480,535585,574829,775000,509141,766281,460341,595236,706892,715000,105274,667760,53024,36166,707871,199304,
493089,32880,440025,251790,363440,767972,190796,522741,757253,712737,493122,442204,570772,948736,414349,936770,286865,792078,824337,565476,
293604,999403,79682,478463,680400,295192,290509,24036,378407,937876,512018,662209,582724,944996,67606,579507,734250,804096,464868,382655,
174521,90940,777427,538654,232704,562176,929506,864559,856232,499437,70865,977080,97439,10993,846695,929331,51674,8203,720234,874093,
435660,837039,625563,11115,683508,436964,232269,310898,255585,620272,332571,10770,860294,424444,530905,172210,679059,831023,953171,761320,
266085,974452,87554,379609,436139,516311,378324,895624,512758,580933,51422,772533,797299,946011,596357,576910,614032,631786,669546,128759,
678213,528828,110413,512264,227693,593740,523512,989600,916823,709548,169661,587687,435870,668336,669239,55338,527689,901991,870505,581978,
357951,784648,500161,967610,516896,162750,499237,759208,869686,330780,674745,363354,532479,131838,159905,728490,941539,235400,141364,325207,
328471,653328,806942,194390,997240,746076,676458,46944,84797,850474,458140,184640,192876,10048,474619,809426,789722,446102,347069,33734,
87678,610506,942586,229459,651177,63409,451329,211829,908536,33987,880211,361938,891336,88391,959105,660912,788665,141597,110944,515139,
120814,632055,54381,24791,293352,685260,845204,764310,757514,200434,490975,669753,973017,365044,699799,64594,458558,520249,441244,903996,
287075,204047,903931,483575,212665,623114,443993,459424,954278,737661,501775,217714,150530,98926,347828,196864,244446,682617,577997,861693,
252701,787481,736581,783803,870227,582310,592264,211297,792947,974302,399878,275822,516449,233468,884173,152116,436279,926691,349188,97558,
167418,942386,704681,914912,275150,114303,611067,885114,870765,164871,575411,839001,816665,642395,958086,201067,939351,507234,379137,80970,
921175,278914,168553,200221,238657,64109,108040,524142,8274,738260,898819,457613,280338,707951,310229,609099,813568,353238,281821,679750,
115455,366970,407776,410304,787892,163650,36619,516350,60875,222066,549152,595910,710869,83798,423046,311502,518946,941482,964679,742900,
589221,456224,445611,557426,207621,90420,585953,247870,5283,29900,181171,114173,362958,765166,608202,9076,711698,95304,904679,858302,
659833,119312,893021,229677,649877,6445,925758,149106,655304,315285,132145,120715,721577,815311,466768,246335,478012,302821,840437,933914,
808991,148327,690512,215989,757487,465463,494670,638569,326485,613517,128720,333187,936579,188124,340994,323088,284058,144455,212665,798744,
751241,620087,140063,286831,68290,721656,700365,408164,76787,400792,55130,597661,311880,707379,336992,503998,626211,359370,825239,815561,
279569,574828,852348,160760,459383,904477,946720,734997,645934,908077,800372,388139,370220,740981,33983,334213,33196,963013,439423,4783,
26529,167470,858418,11409,855733,743856,317477,912800,778694,782608,347680,150506,312423,271532,446628,912308,652040,460721,960811,304461,
804426,710846,509044,827251,91849,503838,31485,874808,188932,340103,752536,688386,297956,694637,92831,53927,312097,254730,875516,68003,
501823,611174,752428,514922,190605,330984,221919,278940,34316,913424,473719,699380,981666,275319,895425,572782,192715,833499,49147,992471,
164786,41668,880602,740957,873254,356375,655941,53969,713139,173084,123335,389415,273827,326420,553236,654225,295571,832132,774793,848568,
710957,843518,619097,83758,347680,158475,222726,985931,616932,994176,642806,851837,392196,884887,913777,566009,217527,639818,261794,52558,
598505,875008,89107,567830,44471,309220,320197,239434,705544,341828,692729,69784,176454,274102,465875,993182,789386,206885,448734,704136,
111468,593746,161064,377446,973795,25501,472326,329409,312296,748520,69832,736022,270333,593624,280218,492577,535681,750802,27128,761626,
526456,715261,46290,818758,548241,598048,381812,316423,383381,284512,883892,767953,990739,323110,86858,294973,685911,517886,591170,753104,
581455,600467,720438,760086,372155,760888,506666,448599,23918,911980,912014,886905,109715,651412,919105,792022,581891,496868,309189,303556,
498774,146413,654503,351848,802626,11226,881435,543573,374066,240543,547271,46657,863680,329866,359370,259247,180661,709320,890936,12871,
12737,869121,762934,570265,193975,156291,838973,35800,907257,324562,631947,400953,729159,410948,483595,350407,681259,121819,616636,751024,
440641,147695,936071,392932,497737,906887,281633,315788,855740,107569,943323,994418,747334,16000,16549,536856,179078,403089,416013,87779,
983234,500560,475279,204256,790841,347607,953997,530016,11608,231508,785288,504814,446897,959125,662996,429755,255787,864164,969957,719487,
559816,917456,867742,145040,940517,844907,350991,954180,357309,345112,559801,463653,635757,902437,511121,489080,308342,738556,898347,55796,
429336,630578,198061,934037,519750,285008,655973,835811,775555,76018,98460,493654,834119,226685,150595,752421,39976,608264,161843,698052,
372646,52136,611519,791881,247509,825290,808739,614550,813298,651926,138086,366196,454894,678048,469658,765861,299932,608920,883702,598404,
121419,957900,753035,815921,514244,935524,148213,783901,34970,258107,526644,107746,600721,415838,870131,150291,616603,46430,689386,81494,
915708,173170,72785,293210,746301,474304,483309,404467,764905,289568,981178,657516,880974,874360,718185,517184,508042,793199,216994,662117,
901522,907460,169379,171467,17001,105764,217367,799286,437212,105846,931471,50196,27081,172524,802458,886998,771490,681998,393509,50595,
857401,874449,345919,119803,569211,239132,751994,196521,170552,33647,67284,210462,227134,549018,188817,302864,61641,465132,87559,816699,
736829,795677,903349,415771,638349,890109,74554,264210,942664,384439,195923,487082,932142,181497,979080,713314,917305,941541,948243,627862,
921935,725317,238638,429711,737234,845809,167354,117052,107519,606669,2399,874572,944354,783596,842106,953721,890015,830883,223962,375128,
338166,617599,653526,359236,919244,905760,483801,626609,771086,638836,29530,645595,646974,87791,409567,672047,789295,376107,633714,100076,
521141,73107,296796,158876,965564,970426,123531,266919,470571,262318,878842,56916,380647,376630,539990,599740,807842,569313,996400,47668,
375057,116777,58346,31851,54086,21632,348881,48061,47090,173813,454085,938138,920381,959366,150738,961539,78217,825766,71434,146756,
879589,543599,218317,53460,432051,783741,179267,902148,149170,408455,762480,975138,931650,117045,867931,567397,554779,779438,442901,775515,
778987,954437,88192,545245,67597,638081,925022,734392,657928,10014,878908,116023,794474,420866,79938,460785,470348,565891,34632,72659,
935092,163118,773083,935840,302792,518104,759177,317615,323291,101019,570256,794472,89910,28554,458999,576737,127360,296583,152473,447239,
438901,413520,158654,286034,381499,750243,527380,35119,626223,16311,333706,710225,28629,836804,999551,329571,746753,986095,549884,268232,
666948,418432,437709,937253,850955,415893,15332,485982,300761,797758,695810,491909,61134,15694,931532,559286,790420,931071,440155,929826,
193506,199472,554605,998453,457157,63368,259429,865453,466355,752051,853526,20953,740417,634507,174958,753467,832868,966616,490719,107993,
242048,469143,123623,602824,167697,994191,858819,671474,807514,306719,303283,478899,190371,422906,880590,260595,799866,81961,993499,188663,
12544,887808,702287,708439,299258,353819,825176,809342,866802,349764,385335,154063,471686,908259,428459,871024,754724,334243,794118,289300,
424655,736769,341736,338566,860128,365421,734364,189307,136352,173599,643565,114150,860935,580905,533222,648612,916161,828085,514381,844963,
926441,815196,193368,568514,726856,982265,82213,463441,924075,151298,602077,508279,330152,425886,528675,210548,220850,924288,231808,621740,
624337,152827,676102,994859,368602,443216,169489,575983,19163,253208,272346,928729,643354,80790,239456,97154,605529,392290,215454,946967,
235334,844143,247366,977304,811426,72219,422761,200187,160859,528370,372253,554687,610081,794718,288229,184993,251390,148198,952822,474964,
